http://ase.ntu.edu.sg/undergraduate-programme/bachelor-science-environmental-earth-systems-science,http://localhost/osau/schools/find/55/nanyang-technological-university/courses/course_rating/427,500
http://ase.ntu.edu.sg/undergraduate-programme/double-major-environmental-earth-system-science-and-public-policy#.W1VduMap2m0,http://localhost/osau/schools/find/55/nanyang-technological-university/courses/course_rating/428,500
http://awc.edu/welcome-to-awc/who-we-are,http://localhost/osau/schools/find/7351/allegheny-wesleyan-college/about,0
http://awi.ac.nz/about-us/,http://localhost/osau/schools/find/47/awi-international-education-group/about,504
http://cfcc.edu/about/,http://localhost/osau/schools/find/5887/cape-fear-community-college/about,0
http://cfcc.edu/about/,http://localhost/osau/schools/find/5887/cape-fear-community-college/about,404
http://egcc.edu/,http://localhost/osau/schools/find/6955/eastern-gateway-community-college,0
http://familyoffaith.edu,http://localhost/osau/schools/find/7457/family-of-faith-christian-university,0
http://familyoffaith.edu/about/,http://localhost/osau/schools/find/7457/family-of-faith-christian-university/about,0
http://geog.hku.hk/postgrad/matpp/05a.html,http://localhost/osau/schools/find/217/university-of-hong-kong/courses/course_rating/62,403
http://hamiltontechcollege.edu,http://localhost/osau/schools/find/7392/hamilton-technical-college/reviews,0
http://kilian.edu,http://localhost/osau/schools/find/7274/kilian-community-college/reviews,0
http://kti.edu,http://localhost/osau/schools/find/7379/keystone-technical-institute/reviews,0
http://laney.edu/wp/,http://localhost/osau/schools/find/6338/laney-college/reviews,0
http://laney.edu/wp/,http://localhost/osau/schools/find/6338/laney-college/reviews,404
http://prairiestate.edu/,http://localhost/osau/schools/find/6316/prairie-state-college,504
http://ranken.edu,http://localhost/osau/schools/find/6819/ranken-technical-college,503
http://researchcollege.edu,http://localhost/osau/schools/find/7142/research-college-of-nursing/reviews,504
http://teoleary.com/teaching-hku/huma7001-introduction-to-thesis-writing-critical-humanities/,http://localhost/osau/schools/find/217/university-of-hong-kong/courses/course_rating/91,404
http://tinyurl.com/src-sutdstaff2,http://localhost/osau/experience/explore/9/the-many-hostels-of-singapore-university-of-technology-and-design,0
http://tinyurl.com/src-sutdstudent,http://localhost/osau/experience/explore/9/the-many-hostels-of-singapore-university-of-technology-and-design,0
http://tncc.edu,http://localhost/osau/schools/find/5884/thomas-nelson-community-college,0
http://web.hku.hk/%7Ejudoclub,http://localhost/osau/schools/find/217/university-of-hong-kong/societies-and-clubs?page=45,404
http://www.aaps.ca,http://localhost/osau/schools/find/620/academy-of-applied-pharmaceutical-sciences,0
http://www.aipm.gov.au/about-the-aipm/,http://localhost/osau/schools/find/1115/australian-institute-of-police-management/about,404
http://www.allencc.edu/,http://localhost/osau/schools/find/6862/allen-community-college,0
http://www.angelina.edu/,http://localhost/osau/schools/find/6663/angelina-college,504
http://www.arch.nus.edu.sg/programme/architecture/ba-arch/aki_handbk_1819.pdf,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/573,404
http://www.arch.nus.edu.sg/programme/architecture/ba-arch/con1718.pdf,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/574,404
http://www.arch.nus.edu.sg/programme/architecture/m-arch/m-arch-info.pdf,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/575,404
http://www.arch.nus.edu.sg/programme/architecture/ma-arch.html#,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/578,404
http://www.arch.nus.edu.sg/programme/architecture/march-dts.pdf,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/577,404
http://www.arch.nus.edu.sg/programme/architecture/march-ud.pdf,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/576,404
http://www.arch.nus.edu.sg/programme/architecture/phd-arch.html,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/579,404
http://www.arch.nus.edu.sg/programme/landscape-architecture/about-mla.html,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/581,404
http://www.arch.nus.edu.sg/programme/urban-design/2-year-part-time.html,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/580,404
http://www.athenstech.edu/,http://localhost/osau/schools/find/6329/athens-technical-college,0
http://www.athenstech.edu/,http://localhost/osau/schools/find/6329/athens-technical-college,504
http://www.awi.ac.nz,http://localhost/osau/schools/find/47/awi-international-education-group,504
http://www.baycollege.edu/About-Bay.aspx,http://localhost/osau/schools/find/6754/bay-college/about,404
http://www.bishopg.ac.uk/about/visionmission/,http://localhost/osau/schools/find/868/bishop-grosseteste-university/about,404
http://www.btc.edu/,http://localhost/osau/schools/find/6349/bellingham-technical-college,0
http://www.btc.edu/,http://localhost/osau/schools/find/6349/bellingham-technical-college,502
http://www.carlowcollege.ie/About-the-College/Welcome,http://localhost/osau/schools/find/7534/saint-patricks-carlow-college/about,0
http://www.cegepoutaouais.qc.ca,http://localhost/osau/schools/find/575/cégep-de-loutaouais,0
http://www.cegepoutaouais.qc.ca,http://localhost/osau/schools/find/575/cégep-de-loutaouais,403
http://www.centralgatech.edu/,http://localhost/osau/schools/find/6484/central-georgia-technical-college,504
http://www.cihe.edu.hk/,http://localhost/osau/schools/find/231/caritas-institute-of-higher-education-caritas-francis-hsu-college,0
http://www.coastalpines.edu,http://localhost/osau/schools/find/7314/costal-pines-technical-college-altamaha-okefenokee/reviews,0
http://www.cochranschoolofnursing.us,http://localhost/osau/schools/find/7277/cochran-school-of-nursing/reviews,0
http://www.cochranschoolofnursing.us/AboutUs.aspx,http://localhost/osau/schools/find/7277/cochran-school-of-nursing/about,0
http://www.denmarktech.edu/mission-statement/,http://localhost/osau/schools/find/7116/denmark-technical-college/about,0
http://www.designcollege.com.au,http://localhost/osau/schools/find/1138/design-college-australia/reviews,0
http://www.eslccc.com/about.html,http://localhost/osau/schools/find/7488/east-st-louis-community-college-center/reviews,404
http://www.fas.nus.edu.sg/chs/eng/grad/degree_programmes_MA_double.html,http://localhost/osau/schools/find/54/national-university-of-singapore/courses/course_rating/402,404
http://www.faulknerstate.edu/,http://localhost/osau/schools/find/6831/faulkner-state-community-college/reviews,0
http://www.fletcher.edu,http://localhost/osau/schools/find/7310/fletcher-technical-community-college,0
http://www.fullcoll.edu,http://localhost/osau/schools/find/5711/fullerton-college,0
http://www.gallipoliscareercollege.edu,http://localhost/osau/schools/find/7454/gallipolis-career-college/reviews,0
http://www.ggc.edu/about-ggc/GGC,http://localhost/osau/schools/find/7360/gwinnett-college/about,0
http://www.gibbsmelville.edu,http://localhost/osau/schools/find/7450/sanford-brown-institute-katharine-gibbs-school-melville/reviews,0
http://www.gibbsny.edu/Home,http://localhost/osau/schools/find/7486/katharine-gibbs-school-new-york-city/reviews,500
http://www.gordonstate.edu/,http://localhost/osau/schools/find/5836/gordon-state-college-wenham,0
http://www.gordonstate.edu/,http://localhost/osau/schools/find/5836/gordon-state-college-wenham,504
http://www.gradsch.hku.hk/gradsch/current-students/coursework-information/coursework-enrolment/general-coursework-requirement#,http://localhost/osau/schools/find/217/university-of-hong-kong/courses/course_rating/90,404
http://www.hkido.cuhk.edu.hk/Programmes/MScinEndocrinology,DiabetesandMetabolism/OverviewandObjectives.aspx,404
http://www.hnc.edu.sg,http://localhost/osau/schools/find/148/huada-nanyang-college/reviews,500
http://www.holmescc.edu/,http://localhost/osau/schools/find/6967/holmes-community-college,0
http://www.isa-cuhk.com,http://localhost/osau/schools/find/218/chinese-university-of-hong-kong/societies-and-clubs,403
http://www.jones.edu/,http://localhost/osau/schools/find/6554/jones-college/reviews,0
http://www.kellogg.edu,http://localhost/osau/schools/find/5660/kellogg-community-college,0
http://www.laniertech.edu/,http://localhost/osau/schools/find/6671/lanier-technical-college,504
http://www.laredo.edu/cms/index.aspx,http://localhost/osau/schools/find/6684/laredo-community-college,0
http://www.laredo.edu/cms/mission.aspx,http://localhost/osau/schools/find/6684/laredo-community-college/about,0
http://www.law.hku.hk/postgrad/,http://localhost/osau/schools/find/217/university-of-hong-kong/courses/course_rating/204,404
http://www.linguisinternational.ac.nz,http://localhost/osau/schools/find/49/linguis-international-institute,503
http://www.linguisinternational.ac.nz/about-us.html,http://localhost/osau/schools/find/49/linguis-international-institute/about,503
http://www.mchenry.edu,http://localhost/osau/schools/find/5843/mchenry-county-college,0
http://www.mcintoshcollege.edu/Home,http://localhost/osau/schools/find/7443/mcintosh-college/reviews,0
